600,400
1200,400
1800,400
2400,400
3000,400
3600,400
4200,400
4800,400
5400,400
6000,400
6600,400
7200,400
7800,400
8400,400
9000,400
9600,400
10200,400
10800,400
11400,400
12000,400
12600,400
13200,400
13800,400
14400,400
15000,400
15600,400
16200,400
16800,400
17400,400
18000,400
18600,400
19200,400
19800,400
20400,400
21000,400
21600,400
22200,400
22800,400
23400,400
24000,400
24600,400
25200,400
25800,400
26400,400
27000,400
27600,400
28200,400
28800,400
29400,400
30000,400
30600,400
31200,400
31800,400
32400,400
33000,400
33600,400
34200,400
34800,400
35400,400
36000,400
36600,400
37200,400
37800,400
38400,400
39000,400
39600,400
40200,400
40800,400
41400,400
42000,400
42600,400
43200,400
43800,400
44400,400
45000,400
45600,400
46200,400
46800,400
47400,400
48000,400
48600,400
49200,399
49800,397
50400,397
51000,395
51600,395
52200,392
52800,391
53400,388
54000,386
54600,381
55200,378
55800,376
56400,375
57000,373
57600,368
58200,367
58800,362
59400,359
60000,357
60600,356
61200,348
61800,345
62400,341
63000,339
63600,336
64200,333
64800,328
65400,327
66000,326
66600,322
67200,322
67800,321
68400,320
69000,317
69600,314
70200,311
70800,308
71400,305
72000,301
72600,298
73200,295
73800,295
74400,293
75000,290
75600,289
76200,288
76800,283
77400,281
78000,279
78600,276
79200,274
79800,272
80400,271
81000,269
81600,267
82200,267
82800,267
83400,267
84000,267
84600,267
85200,267
85800,267
86400,267
87000,267
87600,267
88200,267
88800,267
89400,267
90000,267
90600,267
91200,267
91800,267
92400,267
93000,267
93600,267
94200,267
94800,267
95400,267
96000,267
96600,266
97200,263
97800,258
98400,256
99000,253
99600,250
100200,249
100800,247
101400,246
102000,243
102600,243
103200,236
103800,229
104400,220
105000,210
105600,203
106200,196
106800,183
107400,172
108000,157
108600,147
109200,139
109800,126
110400,116
111000,106
111600,88
112200,83
112800,75
113400,63
114000,53
114600,40
115200,18
115800,18
116400,18
117000,15
117600,7
118200,7
118800,7
119400,7
120000,7
120600,7
121200,7
121800,7
122400,7
123000,7
123600,7
124200,7
124800,7
125400,7
126000,7
126600,7
127200,7
127800,7
128400,7
129000,7
129600,7
130200,7
130800,7
131400,7
132000,7
132600,7
133200,7
133800,7
134400,7
135000,2
135600,2
136200,2
136800,2
137400,2
138000,2
138600,2
139200,2
139800,2
140400,2
141000,2
141600,2
142200,2
142800,2
143400,2
144000,2
144600,2
145200,2
145800,2
146400,2
147000,2
147600,2
148200,2
148800,2
149400,2
150000,2
150600,2
151200,2
151800,2
152400,2
153000,2
153600,2
154200,2
154800,2
155400,2
156000,2
156600,2
157200,2
157800,2
158400,2
159000,2
159600,2
160200,2
160800,2
161400,2
162000,2
162600,2
163200,2
163800,2
164400,2
165000,1
165600,1
166200,1
166800,1
167400,1
168000,1
168600,1
169200,1
169800,1
170400,1
171000,1
171600,1
172200,1
172800,1
