 1, 101, 0,
 2, 78, 0,
 3, 97, 0,
 4, 84, 0,
 5, 89, 0,
 6, 89, 0,
 7, 108, 0,
 8, 85, 0,
 9, 98, 0,
 10, 90, 0,
 11, 84, 0,
 12, 99, 0,
 13, 80, 0,
 14, 99, 0,
 15, 98, 0,
 16, 88, 0,
 17, 96, 0,
 18, 101, 0,
 19, 94, 0,
 20, 84, 0,
 21, 98, 0,
 22, 88, 0,
 23, 99, 0,
 24, 82, 0,
 25, 87, 0,
 26, 80, 0,
 27, 85, 0,
 28, 89, 0,
 29, 80, 0,
 30, 98, 0,
 31, 94, 0,
 32, 93, 0,
 33, 92, 0,
 34, 90, 0,
 35, 103, 0,
 36, 77, 0,
 37, 89, 0,
 38, 78, 0,
 39, 96, 0,
 40, 107, 0,
 41, 102, 0,
 42, 76, 0,
 43, 93, 0,
 44, 90, 0,
 45, 95, 0,
 46, 106, 0,
 47, 86, 0,
 48, 74, 0,
 49, 77, 0,
 50, 85, 0,
 51, 85, 0,
 52, 87, 0,
 53, 77, 0,
 54, 101, 0,
 55, 97, 0,
 56, 70, 0,
 57, 87, 0,
 58, 90, 0,
 59, 92, 0,
 60, 88, 0,
 61, 75, 0,
 62, 82, 0,
 63, 90, 0,
 64, 91, 0,
 65, 96, 0,
 66, 101, 0,
 67, 79, 0,
 68, 84, 0,
 69, 75, 0,
 70, 81, 0,
 71, 102, 0,
 72, 79, 0,
 73, 107, 0,
 74, 96, 0,
 75, 86, 0,
 76, 91, 0,
 77, 91, 0,
 78, 86, 0,
 79, 87, 0,
 80, 87, 0,
 81, 87, 0,
 82, 86, 0,
 83, 88, 0,
 84, 82, 0,
 85, 95, 0,
 86, 94, 0,
 87, 103, 0,
 88, 88, 0,
 89, 93, 0,
 90, 96, 0,
 91, 97, 0,
 92, 94, 0,
 93, 91, 0,
 94, 103, 0,
 95, 94, 0,
 96, 88, 0,
 97, 99, 0,
 98, 84, 0,
 99, 84, 0,
 100, 107, 0,
 101, 79, 0,
 102, 97, 0,
 103, 96, 0,
 104, 91, 0,
 105, 89, 0,
 106, 100, 0,
 107, 101, 0,
 108, 77, 0,
 109, 91, 0,
 110, 100, 0,
 111, 81, 0,
 112, 87, 0,
 113, 90, 0,
 114, 96, 0,
 115, 85, 0,
 116, 91, 0,
 117, 88, 0,
 118, 74, 0,
 119, 78, 0,
 120, 98, 0,
 121, 81, 0,
 122, 96, 0,
 123, 81, 0,
 124, 84, 0,
 125, 85, 0,
 126, 94, 0,
 127, 92, 0,
 128, 85, 0,
 129, 104, 0,
 130, 80, 0,
 131, 93, 0,
 132, 84, 0,
 133, 88, 0,
 134, 93, 0,
 135, 77, 0,
 136, 82, 0,
 137, 87, 0,
 138, 92, 0,
 139, 100, 0,
 140, 102, 0,
 141, 104, 0,
 142, 99, 0,
 143, 76, 0,
 144, 83, 0,
 145, 104, 0,
 146, 85, 0,
 147, 87, 0,
 148, 75, 0,
 149, 88, 0,
 150, 87, 0,
 151, 75, 0,
 152, 91, 0,
 153, 83, 0,
 154, 95, 0,
 155, 89, 0,
 156, 109, 0,
 157, 84, 0,
 158, 101, 0,
 159, 114, 0,
 160, 87, 0,
 161, 105, 0,
 162, 97, 0,
 163, 73, 0,
 164, 93, 0,
 165, 93, 0,
 166, 71, 0,
 167, 112, 0,
 168, 89, 0,
 169, 96, 0,
 170, 89, 0,
 171, 92, 0,
 172, 80, 0,
 173, 94, 0,
 174, 71, 0,
 175, 110, 0,
 176, 81, 0,
 177, 80, 0,
 178, 93, 0,
 179, 100, 0,
 180, 93, 0,
 181, 83, 0,
 182, 98, 0,
 183, 100, 0,
 184, 81, 0,
 185, 92, 0,
 186, 92, 0,
 187, 74, 0,
 188, 78, 0,
 189, 87, 0,
 190, 91, 0,
 191, 98, 0,
 192, 95, 0,
 193, 87, 0,
 194, 90, 0,
 195, 89, 0,
 196, 97, 0,
 197, 90, 0,
 198, 103, 0,
 199, 92, 0,
 200, 91, 0,
 1, 88, 0,
 2, 96, 0,
 3, 92, 0,
 4, 86, 0,
 5, 94, 0,
 6, 88, 0,
 7, 102, 0,
 8, 77, 0,
 9, 92, 0,
 10, 68, 0,
 11, 87, 0,
 12, 83, 0,
 13, 87, 0,
 14, 103, 0,
 15, 95, 0,
 16, 82, 0,
 17, 88, 0,
 18, 96, 0,
 19, 97, 0,
 20, 81, 0,
 21, 87, 0,
 22, 107, 0,
 23, 103, 0,
 24, 97, 0,
 25, 94, 0,
 26, 83, 0,
 27, 96, 0,
 28, 77, 0,
 29, 101, 0,
 30, 94, 0,
 31, 87, 0,
 32, 88, 0,
 33, 86, 0,
 34, 86, 0,
 35, 98, 0,
 36, 92, 0,
 37, 96, 0,
 38, 87, 0,
 39, 72, 0,
 40, 83, 0,
 41, 86, 0,
 42, 103, 0,
 43, 82, 0,
 44, 84, 0,
 45, 78, 0,
 46, 93, 0,
 47, 76, 0,
 48, 98, 0,
 49, 92, 0,
 50, 102, 0,
 51, 92, 0,
 52, 89, 0,
 53, 92, 0,
 54, 93, 0,
 55, 89, 0,
 56, 95, 0,
 57, 102, 0,
 58, 80, 0,
 59, 100, 0,
 60, 86, 0,
 61, 86, 0,
 62, 76, 0,
 63, 102, 0,
 64, 88, 0,
 65, 85, 0,
 66, 85, 0,
 67, 89, 0,
 68, 71, 0,
 69, 78, 0,
 70, 76, 0,
 71, 93, 0,
 72, 87, 0,
 73, 98, 0,
 74, 98, 0,
 75, 118, 0,
 76, 96, 0,
 77, 86, 0,
 78, 96, 0,
 79, 86, 0,
 80, 82, 0,
 81, 92, 0,
 82, 109, 0,
 83, 94, 0,
 84, 83, 0,
 85, 84, 0,
 86, 73, 0,
 87, 90, 0,
 88, 84, 0,
 89, 97, 0,
 90, 96, 0,
 91, 101, 0,
 92, 90, 0,
 93, 65, 0,
 94, 83, 0,
 95, 97, 0,
 96, 102, 0,
 97, 82, 0,
 98, 85, 0,
 99, 87, 0,
 100, 80, 0,
 101, 91, 0,
 102, 91, 0,
 103, 90, 0,
 104, 103, 0,
 105, 106, 0,
 106, 89, 0,
 107, 92, 0,
 108, 97, 0,
 109, 91, 0,
 110, 78, 0,
 111, 85, 0,
 112, 84, 0,
 113, 107, 0,
 114, 76, 0,
 115, 106, 0,
 116, 85, 0,
 117, 107, 0,
 118, 90, 0,
 119, 99, 0,
 120, 86, 0,
 121, 75, 0,
 122, 91, 0,
 123, 70, 0,
 124, 98, 0,
 125, 86, 0,
 126, 104, 0,
 127, 79, 0,
 128, 85, 0,
 129, 99, 0,
 130, 97, 0,
 131, 80, 0,
 132, 90, 0,
 133, 96, 0,
 134, 94, 0,
 135, 71, 0,
 136, 87, 0,
 137, 91, 0,
 138, 100, 0,
 139, 93, 0,
 140, 89, 0,
 141, 99, 0,
 142, 91, 0,
 143, 95, 0,
 144, 96, 0,
 145, 83, 0,
 146, 97, 0,
 147, 87, 0,
 148, 104, 0,
 149, 83, 0,
 150, 88, 0,
 151, 82, 0,
 152, 80, 0,
 153, 107, 0,
 154, 86, 0,
 155, 90, 0,
 156, 86, 0,
 157, 92, 0,
 158, 103, 0,
 159, 93, 0,
 160, 79, 0,
 161, 85, 0,
 162, 89, 0,
 163, 82, 0,
 164, 89, 0,
 165, 98, 0,
 166, 101, 0,
 167, 95, 0,
 168, 84, 0,
 169, 99, 0,
 170, 99, 0,
 171, 84, 0,
 172, 87, 0,
 173, 110, 0,
 174, 97, 0,
 175, 90, 0,
 176, 88, 0,
 177, 85, 0,
 178, 70, 0,
 179, 77, 0,
 180, 87, 0,
 181, 86, 0,
 182, 89, 0,
 183, 122, 0,
 184, 90, 0,
 185, 80, 0,
 186, 91, 0,
 187, 91, 0,
 188, 101, 0,
 189, 91, 0,
 190, 111, 0,
 191, 74, 0,
 192, 87, 0,
 193, 98, 0,
 194, 96, 0,
 195, 87, 0,
 196, 92, 0,
 197, 90, 0,
 198, 109, 0,
 199, 83, 0,
 200, 82, 0,
